ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.NumeroTelefone;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.OrdemPublicacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.IndicadorFax;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.CodigoBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeApelido;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.DataCriacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroMesa;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroLideranca;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.CodigoMandato;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.CodigoExercicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataLeitura
739;811;Ciro Nogueira;Ciro Nogueira Lima Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/739;http://senadorciro.com.br/;ciro.nogueira@senado.leg.br;;;;PP;PI;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;524;PI;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;524;PI;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;524;PI;;;;;;;Titular;;;;1º Suplente;5898;Eliane Nogueira;;;;;;
;;;;;;;;;;;;;;;;;;;;;524;PI;;;;;;;Titular;;;;2º Suplente;5900;Gil Paraibano;;;;;;
;;;;;;;;;;;;;;;;;;;;;524;PI;;;;;;;Titular;;;;;;;3004;2022-12-30;;;;
;;;;;;;;;;;;;;;;;;;;;524;PI;;;;;;;Titular;;;;;;;2896;2019-02-01;2021-07-27;AFO;Afastamento do exercício;
6337;873;Cleitinho;Cleiton Gontijo de Azevedo;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6337.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6337;;sen.cleitinho@senado.leg.br;33033811;1;Não;REPUBLICANOS;MG;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6337;873;Cleitinho;Cleiton Gontijo de Azevedo;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6337.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6337;;sen.cleitinho@senado.leg.br;;;;REPUBLICANOS;MG;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;603;MG;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;603;MG;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;603;MG;;;;;;;Titular;;;;1º Suplente;6360;Alex Diniz;;;;;;
;;;;;;;;;;;;;;;;;;;;;603;MG;;;;;;;Titular;;;;2º Suplente;6361;Wander de Souza;;;;;;
;;;;;;;;;;;;;;;;;;;;;603;MG;;;;;;;Titular;;;;;;;3034;2023-02-01;;;;
475;867;Confúcio Moura;Confúcio Aires Moura;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/475;https://senadorconfucio.com.br/;sen.confuciomoura@senado.leg.br;33032470;1;Não;MDB;RO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
475;867;Confúcio Moura;Confúcio Aires Moura;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/475;https://senadorconfucio.com.br/;sen.confuciomoura@senado.leg.br;33032163;2;Não;MDB;RO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
475;867;Confúcio Moura;Confúcio Aires Moura;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/475;https://senadorconfucio.com.br/;sen.confuciomoura@senado.leg.br;;;;MDB;RO;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;575;RO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;575;RO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;575;RO;;;;;;;Titular;;;;1º Suplente;6019;Maria Eliza;;;;;;
;;;;;;;;;;;;;;;;;;;;;575;RO;;;;;;;Titular;;;;2º Suplente;6020;Carlos Milton Morais;;;;;;
;;;;;;;;;;;;;;;;;;;;;575;RO;;;;;;;Titular;;;;;;;2974;2022-01-25;;;;
;;;;;;;;;;;;;;;;;;;;;575;RO;;;;;;;Titular;;;;;;;2897;2019-02-01;2021-09-24;LCS;Licença com convocação de suplente (sup 120 dias);
6335;866;Damares Alves;Damares Regina Alves;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6335.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6335;;sen.damaresalves@senado.leg.br;33033265;1;Não;REPUBLICANOS;DF;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6335;866;Damares Alves;Damares Regina Alves;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6335.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6335;;sen.damaresalves@senado.leg.br;;;;REPUBLICANOS;DF;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;599;DF;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;599;DF;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;599;DF;;;;;;;Titular;;;;1º Suplente;6352;Manoel Arruda;;;;;;
;;;;;;;;;;;;;;;;;;;;;599;DF;;;;;;;Titular;;;;2º Suplente;6353;Pastor Egmar;;;;;;
;;;;;;;;;;;;;;;;;;;;;599;DF;;;;;;;Titular;;;;;;;3018;2023-02-01;;;;
5998;820;Daniella Ribeiro;Daniella Velloso Borges Ribeiro;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998;;sen.daniellaribeiro@senado.leg.br;33036788;1;Não;PSD;PB;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5998;820;Daniella Ribeiro;Daniella Velloso Borges Ribeiro;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998;;sen.daniellaribeiro@senado.leg.br;33036790;2;Não;PSD;PB;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5998;820;Daniella Ribeiro;Daniella Velloso Borges Ribeiro;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998;;sen.daniellaribeiro@senado.leg.br;;;;PSD;PB;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;565;PB;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;565;PB;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;565;PB;;;;;;;Titular;;;;1º Suplente;5996;Diego Tavares;;;;;;
;;;;;;;;;;;;;;;;;;;;;565;PB;;;;;;;Titular;;;;2º Suplente;5997;Nailde Panta;;;;;;
;;;;;;;;;;;;;;;;;;;;;565;PB;;;;;;;Titular;;;;;;;2964;2021-01-22;;;;
;;;;;;;;;;;;;;;;;;;;;565;PB;;;;;;;Titular;;;;;;;2898;2019-02-01;2020-09-23;LP;Licença Particular;
3830;834;Davi Alcolumbre;David Samuel Alcolumbre Tobelem;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830;;sen.davialcolumbre@senado.leg.br;33036717;1;Não;UNIÃO;AP;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
3830;834;Davi Alcolumbre;David Samuel Alcolumbre Tobelem;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830;;sen.davialcolumbre@senado.leg.br;33036720;2;Não;UNIÃO;AP;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
3830;834;Davi Alcolumbre;David Samuel Alcolumbre Tobelem;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830;;sen.davialcolumbre@senado.leg.br;;;;UNIÃO;AP;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;618;AP;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;618;AP;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;618;AP;;;;;;;Titular;;;;1º Suplente;5569;Josiel;;;;;;
;;;;;;;;;;;;;;;;;;;;;618;AP;;;;;;;Titular;;;;2º Suplente;6347;Breno;;;;;;
;;;;;;;;;;;;;;;;;;;;;618;AP;;;;;;;Titular;;;;;;;3021;2023-02-01;;;;
5793;893;Dr. Hiran;Hiran Manuel Gonçalves da Silva;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793;;sen.drhiran@senado.leg.br;33036251;1;Não;PP;RR;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5793;893;Dr. Hiran;Hiran Manuel Gonçalves da Silva;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793;;sen.drhiran@senado.leg.br;;;;PP;RR;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;611;RR;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;611;RR;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;611;RR;;;;;;;Titular;;;;1º Suplente;6378;Jr Rodrigues;;;;;;
;;;;;;;;;;;;;;;;;;;;;611;RR;;;;;;;Titular;;;;2º Suplente;6379;Aline Rezende;;;;;;
;;;;;;;;;;;;;;;;;;;;;611;RR;;;;;;;Titular;;;;;;;3027;2023-02-01;;;;
4994;802;Eduardo Braga;Carlos Eduardo de Souza Braga;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994;;sen.eduardobraga@senado.leg.br;33036230;1;Não;MDB;AM;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
4994;802;Eduardo Braga;Carlos Eduardo de Souza Braga;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994;;sen.eduardobraga@senado.leg.br;;;;MDB;AM;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;521;AM;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;521;AM;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;521;AM;;;;;;;Titular;;;;1º Suplente;5038;Sandra Braga;;;;;;
;;;;;;;;;;;;;;;;;;;;;521;AM;;;;;;;Titular;;;;2º Suplente;5935;Miguel Biango;;;;;;
;;;;;;;;;;;;;;;;;;;;;521;AM;;;;;;;Titular;;;;;;;2893;2019-02-01;;;;
5976;826;Eduardo Girão;Luis Eduardo Grangeiro Girão;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976;;sen.eduardogirao@senado.leg.br;33036677;1;Não;NOVO;CE;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5976;826;Eduardo Girão;Luis Eduardo Grangeiro Girão;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976;;sen.eduardogirao@senado.leg.br;33036678;2;Não;NOVO;CE;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5976;826;Eduardo Girão;Luis Eduardo Grangeiro Girão;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976;;sen.eduardogirao@senado.leg.br;33036679;3;Não;NOVO;CE;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5976;826;Eduardo Girão;Luis Eduardo Grangeiro Girão;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976;;sen.eduardogirao@senado.leg.br;;;;NOVO;CE;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;557;CE;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;557;CE;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;557;CE;;;;;;;Titular;;;;1º Suplente;5974;Sargento Reginaldo;;;;;;
;;;;;;;;;;;;;;;;;;;;;557;CE;;;;;;;Titular;;;;2º Suplente;5975;Dr. Guimarães;;;;;;
;;;;;;;;;;;;;;;;;;;;;557;CE;;;;;;;Titular;;;;;;;2920;2019-02-01;;;;
3777;872;Eduardo Gomes;Carlos Eduardo Torres Gomes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777;;sen.eduardogomes@senado.leg.br;33036349;1;Não;PL;TO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
3777;872;Eduardo Gomes;Carlos Eduardo Torres Gomes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777;;sen.eduardogomes@senado.leg.br;33036352;2;Não;PL;TO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
3777;872;Eduardo Gomes;Carlos Eduardo Torres Gomes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777;;sen.eduardogomes@senado.leg.br;33036354;3;Sim;PL;TO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
3777;872;Eduardo Gomes;Carlos Eduardo Torres Gomes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777;;sen.eduardogomes@senado.leg.br;;;;PL;TO;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;568;TO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;568;TO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;568;TO;;;;;;;Titular;;;;1º Suplente;6005;Siqueira Campos;;;;;;
;;;;;;;;;;;;;;;;;;;;;568;TO;;;;;;;Titular;;;;2º Suplente;6006;Ogari Pacheco;;;;;;
;;;;;;;;;;;;;;;;;;;;;568;TO;;;;;;;Titular;;;;;;;2998;2022-11-11;;;;
;;;;;;;;;;;;;;;;;;;;;568;TO;;;;;;;Titular;;;;;;;2947;2019-08-15;2022-07-18;LCS;Licença com convocação de suplente (sup 120 dias);2019-08-15
;;;;;;;;;;;;;;;;;;;;;568;TO;;;;;;;Titular;;;;;;;2894;2019-02-01;2019-07-12;AFO;Afastamento do exercício;2019-07-12
4642;878;Efraim Filho;Efraim de Araújo Morais Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642;;sen.efraimfilho@senado.leg.br;33035934;1;Não;UNIÃO;PB;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
4642;878;Efraim Filho;Efraim de Araújo Morais Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642;;sen.efraimfilho@senado.leg.br;33035931;2;Não;UNIÃO;PB;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
4642;878;Efraim Filho;Efraim de Araújo Morais Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642;;sen.efraimfilho@senado.leg.br;;;;UNIÃO;PB;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;605;PB;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;605;PB;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;605;PB;;;;;;;Titular;;;;1º Suplente;6366;Andre Amaral;;;;;;
;;;;;;;;;;;;;;;;;;;;;605;PB;;;;;;;Titular;;;;2º Suplente;6367;Erik Marinho;;;;;;
;;;;;;;;;;;;;;;;;;;;;605;PB;;;;;;;Titular;;;;;;;3009;2023-02-01;;;;
5718;806;Eliziane Gama;Eliziane Pereira Gama Melo;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718;;sen.elizianegama@senado.leg.br;33036741;1;Não;PSD;MA;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5718;806;Eliziane Gama;Eliziane Pereira Gama Melo;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718;;sen.elizianegama@senado.leg.br;;;;PSD;MA;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;542;MA;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;542;MA;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;542;MA;;;;;;;Titular;;;;1º Suplente;674;Pedro Fernandes;;;;;;
;;;;;;;;;;;;;;;;;;;;;542;MA;;;;;;;Titular;;;;2º Suplente;4979;Bene Camacho;;;;;;
;;;;;;;;;;;;;;;;;;;;;542;MA;;;;;;;Titular;;;;;;;2900;2019-02-01;;;;
22;882;Esperidião Amin;Esperidião Amin Helou Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/22;;sen.esperidiaoamin@senado.leg.br;33036446;1;Não;PP;SC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
22;882;Esperidião Amin;Esperidião Amin Helou Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/22;;sen.esperidiaoamin@senado.leg.br;33036447;2;Não;PP;SC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
22;882;Esperidião Amin;Esperidião Amin Helou Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/22;;sen.esperidiaoamin@senado.leg.br;33036454;3;Não;PP;SC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
22;882;Esperidião Amin;Esperidião Amin Helou Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/22;;sen.esperidiaoamin@senado.leg.br;;;;PP;SC;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;572;SC;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;572;SC;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;572;SC;;;;;;;Titular;;;;1º Suplente;196;Geraldo Althoff;;;;;;
;;;;;;;;;;;;;;;;;;;;;572;SC;;;;;;;Titular;;;;2º Suplente;6012;Denise dos Santos;;;;;;
;;;;;;;;;;;;;;;;;;;;;572;SC;;;;;;;Titular;;;;;;;2901;2019-02-01;;;;
5953;835;Fabiano Contarato;Fabiano Contarato;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953;;sen.fabianocontarato@senado.leg.br;33039054;1;Não;PT;ES;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5953;835;Fabiano Contarato;Fabiano Contarato;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953;;sen.fabianocontarato@senado.leg.br;33036743;2;Não;PT;ES;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5953;835;Fabiano Contarato;Fabiano Contarato;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953;;sen.fabianocontarato@senado.leg.br;;;;PT;ES;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;548;ES;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;548;ES;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;548;ES;;;;;;;Titular;;;;1º Suplente;5950;Ana Paula Tongo;;;;;;
;;;;;;;;;;;;;;;;;;;;;548;ES;;;;;;;Titular;;;;2º Suplente;5952;Bento;;;;;;
;;;;;;;;;;;;;;;;;;;;;548;ES;;;;;;;Titular;;;;;;;2902;2019-02-01;;;;
